_key,season,home_team_name,away_team_name,half_time_score,full_time_score,full_time_result,home_GK_name,home_GK_assistence,home_GK_won_contest,home_GK_tackles,home_GK_goals,home_GK_red_card,home_GK_yellow_card,home_GK_touches,home_GK_lost,home_GK_rate,home_GK_fouls,home_GK_blocks,home_DC_name,home_DC_assistence,home_DC_won_contest,home_DC_tackles,home_DC_goals,home_DC_red_card,home_DC_yellow_card,home_DC_touches,home_DC_lost,home_DC_rate,home_DC_fouls,home_DC_blocks,home_DR_name,home_DR_assistence,home_DR_won_contest,home_DR_tackles,home_DR_goals,home_DR_red_card,home_DR_yellow_card,home_DR_touches,home_DR_lost,home_DR_rate,home_DR_fouls,home_DR_blocks,home_DL_name,home_DL_assistence,home_DL_won_contest,home_DL_tackles,home_DL_goals,home_DL_red_card,home_DL_yellow_card,home_DL_touches,home_DL_lost,home_DL_rate,home_DL_fouls,home_DL_blocks,home_DMC_name,home_DMC_assistence,home_DMC_won_contest,home_DMC_tackles,home_DMC_goals,home_DMC_red_card,home_DMC_yellow_card,home_DMC_touches,home_DMC_lost,home_DMC_rate,home_DMC_fouls,home_DMC_blocks,home_ML_name,home_ML_assistence,home_ML_won_contest,home_ML_tackles,home_ML_goals,home_ML_red_card,home_ML_yellow_card,home_ML_touches,home_ML_lost,home_ML_rate,home_ML_fouls,home_ML_blocks,home_MR_name,home_MR_assistence,home_MR_won_contest,home_MR_tackles,home_MR_goals,home_MR_red_card,home_MR_yellow_card,home_MR_touches,home_MR_lost,home_MR_rate,home_MR_fouls,home_MR_blocks,home_MC_name,home_MC_assistence,home_MC_won_contest,home_MC_tackles,home_MC_goals,home_MC_red_card,home_MC_yellow_card,home_MC_touches,home_MC_lost,home_MC_rate,home_MC_fouls,home_MC_blocks,home_FW_name,home_FW_assistence,home_FW_won_contest,home_FW_tackles,home_FW_goals,home_FW_red_card,home_FW_yellow_card,home_FW_touches,home_FW_lost,home_FW_rate,home_FW_fouls,home_FW_blocks,home_Sub_name,home_Sub_assistence,home_Sub_won_contest,home_Sub_tackles,home_Sub_goals,home_Sub_red_card,home_Sub_yellow_card,home_Sub_touches,home_Sub_lost,home_Sub_rate,home_Sub_fouls,home_Sub_blocks,home_AMC_name,home_AMC_assistence,home_AMC_won_contest,home_AMC_tackles,home_AMC_goals,home_AMC_red_card,home_AMC_yellow_card,home_AMC_touches,home_AMC_lost,home_AMC_rate,home_AMC_fouls,home_AMC_blocks,home_AMR_name,home_AMR_assistence,home_AMR_won_contest,home_AMR_tackles,home_AMR_goals,home_AMR_red_card,home_AMR_yellow_card,home_AMR_touches,home_AMR_lost,home_AMR_rate,home_AMR_fouls,home_AMR_blocks,home_AML_name,home_AML_assistence,home_AML_won_contest,home_AML_tackles,home_AML_goals,home_AML_red_card,home_AML_yellow_card,home_AML_touches,home_AML_lost,home_AML_rate,home_AML_fouls,home_AML_blocks,home_DMR_name,home_DMR_assistence,home_DMR_won_contest,home_DMR_tackles,home_DMR_goals,home_DMR_red_card,home_DMR_yellow_card,home_DMR_touches,home_DMR_lost,home_DMR_rate,home_DMR_fouls,home_DMR_blocks,home_DML_name,home_DML_assistence,home_DML_won_contest,home_DML_tackles,home_DML_goals,home_DML_red_card,home_DML_yellow_card,home_DML_touches,home_DML_lost,home_DML_rate,home_DML_fouls,home_DML_blocks,home_FWR_name,home_FWR_assistence,home_FWR_won_contest,home_FWR_tackles,home_FWR_goals,home_FWR_red_card,home_FWR_yellow_card,home_FWR_touches,home_FWR_lost,home_FWR_rate,home_FWR_fouls,home_FWR_blocks,home_FWL_name,home_FWL_assistence,home_FWL_won_contest,home_FWL_tackles,home_FWL_goals,home_FWL_red_card,home_FWL_yellow_card,home_FWL_touches,home_FWL_lost,home_FWL_rate,home_FWL_fouls,home_FWL_blocks
1152,17-18,Huddersfield,Newcastle United,0 : 0,1 : 0,H,Jonas Lössl,,,,,,,46,,7.87,,5,Zanka,,,3,,,,50,2,7,,,Tommy Smith,,,,,,,58,,6.55,,,Chris Löwe,,,3,,,,77,1,7.25,1,,Philip Billing,,1,4,,,1,76,,7.53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Mounie,,,,,,1,39,4,7.04,2,,Joe Lolley,,,,,,,,,0,,,Tom Ince,,1,1,,,,47,1,6.71,,,Elias Kachunga,1,,3,,,,34,3,7.07,2,,Rajiv van La Parra,,2,,,,,40,,6.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,17-18,Leicester,Brighton,1 : 0,2 : 0,H,Kasper Schmeichel,,,,,,,37,,6.94,,2,Harry Maguire,,1,,1,,,79,2,8.27,,,Danny Simpson,,1,1,,,,61,,7.34,1,,Christian Fuchs,,1,1,,,,69,1,7.26,1,,,,,,,,,,,,,,Marc Albrighton,,,2,,,,46,2,6.85,,,Riyad Mahrez,1,2,1,,,,69,1,8.14,,,Wilfred Ndidi,,2,2,,,,69,,7.32,2,,Jamie Vardy,,1,1,,,,32,6,7.06,,,Daniel Amartey,,,,,,,,,0,,,Shinji Okazaki,,,1,1,,,24,3,7.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,17-18,Liverpool,Crystal Palace,0 : 0,1 : 0,H,Simon Mignolet,,,,,,,29,,6.78,,1,Ragnar Klavan,,3,1,,,,98,4,7.87,1,,Joseph Gomez,,1,4,,,,92,,7.41,,,Andrew Robertson,,,1,,,,134,1,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Henderson,,,5,,,1,98,,7.49,2,,Daniel Sturridge,,4,,,,,34,,6.73,,,Emre Can,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadio Mané,,2,1,1,,,77,1,7.66,1,,Roberto Firmino,,,3,,,,63,3,7.04,3,
1155,17-18,Manchester City,Everton,0 : 1,1 : 1,D,Ederson,,,,,,,39,,5.63,,1,John Stones,,,,,,,30,,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernandinho,,,3,,,,87,1,6.65,1,,Leroy Sané,,2,1,,,,50,,6.66,1,,Kyle Walker,,,1,,1,,21,,4.91,2,,Kevin De Bruyne,,2,1,,,,85,1,7.07,,,Sergio Agüero,,,,,,,44,1,6.6,1,,Phil Foden,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,17-18,Stoke,Arsenal,0 : 0,1 : 0,H,Jack Butland,,,,,,,57,,8.93,,6,Geoff Cameron,,,1,,,,30,1,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Allen,,1,2,,,,27,1,6.5,,,Eric Maxim Choupo-Moting,,,2,,,,38,4,6.8,,,Ramadan Sobhi,,,1,,,,6,,6.23,,,Xherdan Shaqiri,,1,1,,,,17,,6.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,Mame Biram Diouf,,2,2,,,,35,,7.52,1,,Erik Pieters,,,3,,,,37,,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,17-18,Chelsea,Arsenal,0 : 0,0 : 0,D,Thibaut Courtois,,,,,,,43,,6.94,,2,César Azpilicueta,,,,,,,103,2,7.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesc Fàbregas,,1,3,,,,88,1,7.34,1,,alvaro Morata,,2,,,,1,38,7,6.31,1,,Davide Zappacosta,,,,,,,,,0,,,Willian,,2,1,,,,39,,6.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Moses,,,3,,,,67,3,6.5,2,,Marcos Alonso,,,,,,,58,2,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,17-18,Crystal Palace,Southampton,0 : 1,0 : 1,A,Wayne Hennessey,,,,,,,40,,6.7,,3,Scott Dann,,,,,,1,59,2,6.74,1,,Joel Ward,,1,2,,,1,75,1,6.96,,,Jeffrey Schlupp,,,3,,,,74,2,6.81,,,,,,,,,,,,,,,Jason Puncheon,,1,2,,,1,42,3,6.2,4,,Andros Townsend,,1,3,,,,53,,6.41,1,,James McArthur,,,,,,1,34,1,5.68,2,,Christian Benteke,,,,,,,32,8,6.54,1,,Luka Milivojevic,,1,1,,,,29,1,6.43,,,Ruben Loftus-Cheek,,6,1,,,,41,,7.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,17-18,Huddersfield,Southampton,0 : 0,0 : 0,D,Jonas Lössl,,,,,,,44,,7.02,,2,Christopher Schindler,,,1,,,,38,1,7.22,2,,Tommy Smith,,,2,,,,78,,7.85,1,,Chris Löwe,,1,2,,,,68,1,7.29,,,Philip Billing,,,2,,,,30,2,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Mounie,,,4,,,,41,4,7.45,1,,Joe Lolley,,,,,,,,,0,,,Tom Ince,,1,2,,,,51,3,6.98,,,Elias Kachunga,,1,1,,,,35,2,6.61,2,,Rajiv van La Parra,,2,1,,,,29,,6.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,17-18,Huddersfield,Leicester,0 : 0,1 : 1,D,Jonas Lössl,,,,,,,39,1,5.67,,,Zanka,,,,,,,41,1,6.44,1,,Tommy Smith,,1,2,,,,94,1,7.26,,,Chris Löwe,,,2,,,,88,3,6.35,1,,Danny Williams,,2,2,,,,73,4,7.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurent Depoitre,,1,,1,,,33,6,8.02,1,,Joel Coleman,,,,,,,,,0,,,Abdelhamid Sabiri,1,,,,,,51,6,6.58,1,,Elias Kachunga,,3,1,,,,37,3,6.59,,,Tom Ince,,,1,,,,53,1,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,17-18,Liverpool,Arsenal,2 : 0,4 : 0,H,Loris Karius,,,,,,,39,,6.62,,,Dejan Lovren,,,2,,,1,70,1,6.95,1,,Joseph Gomez,1,,3,,,1,62,,8.33,1,,Alberto Moreno,,,6,,,,92,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Henderson,,,2,,,,80,,6.97,2,,Roberto Firmino,1,3,,1,,,46,4,8.59,,,Trent Alexander-Arnold,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Salah,1,1,1,1,,,36,3,8.81,1,,Sadio Mané,,1,1,1,,,45,2,7.94,,
1162,17-18,Liverpool,Burnley,1 : 1,1 : 1,D,Simon Mignolet,,,,,,,37,,6.36,,2,Joel Matip,,1,,,,,95,1,7.14,1,,Trent Alexander-Arnold,,2,,,,,81,1,7.2,,,Andrew Robertson,,,,,,,81,2,6.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Milner,,,1,,,,92,1,7.19,,,Daniel Sturridge,,2,,,,,46,1,7.52,,,Loris Karius,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Salah,,3,1,1,,,68,1,8,2,,Roberto Firmino,,,,,,,51,1,6.62,,
1163,17-18,Manchester United,Leicester,0 : 0,2 : 0,H,David de Gea,,,,,,,31,,7.66,,4,Eric Bailly,,,2,,,,57,,7,1,,Antonio Valencia,,2,2,,,,104,1,7.48,,,Daley Blind,,,1,,,,92,3,7.37,2,,Paul Pogba,,4,,,,,132,1,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romelu Lukaku,,1,,,,,37,6,7.2,2,,Jesse Lingard,1,,,,,,12,,6.72,,,Henrikh Mkhitaryan,1,2,1,,,1,78,6,7.67,1,,Juan Mata,,1,,,,,58,,6.68,,,Anthony Martial,,2,,,,,67,2,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,17-18,Manchester United,Everton,1 : 0,4 : 0,H,David de Gea,,,,,,,23,,7.5,,3,Eric Bailly,,,1,,,1,39,1,6.99,3,,Antonio Valencia,,1,1,1,,,53,,7.78,2,,Ashley Young,,2,2,,,,91,,7.86,1,,Nemanja Matic,1,1,2,,,,99,,7.95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romelu Lukaku,1,,,1,,,27,1,8.32,2,,Chris Smalling,,,,,,,,,0,,,Henrikh Mkhitaryan,,1,3,1,,,81,1,7.92,2,,Juan Mata,,,,,,,50,,7.01,,,Marcus Rashford,,1,,,,,33,,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,17-18,Newcastle United,West Ham,1 : 0,3 : 0,H,Robert Elliot,,,,,,,37,,7.85,,3,Jamaal Lascelles,,,1,,,,24,1,7.13,1,,Javier Manquillo,,,,,,,36,,6.99,2,,Chancel Mbemba,,2,4,,,,50,2,8.37,1,,Mikel Merino,,2,2,,,1,53,2,7.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joselu,,,1,1,,,35,1,7.9,3,,Aleksandar Mitrovic,,1,,1,,,13,2,7.55,1,,Ayoze Pérez,1,1,,,,,43,2,7.38,3,,Matt Ritchie,1,1,4,,,,56,1,8.26,2,,Christian Atsu,1,1,1,,,,36,2,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,17-18,Newcastle United,Stoke,1 : 0,2 : 1,H,Robert Elliot,,,,,,,36,,7.12,,3,Ciaran Clark,,,1,,,1,45,3,6.46,1,,DeAndre Yedlin,,,3,,,,47,1,6.79,2,,Chancel Mbemba,,2,2,,,,50,4,7.51,1,,Mikel Merino,,1,4,,,1,63,1,7.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joselu,,,1,,,,32,,6.54,,,Javier Manquillo,,,,,,,,,0,,,Ayoze Pérez,,2,7,,,,44,1,7.15,2,,Matt Ritchie,2,,,,,,47,1,7.85,1,,Christian Atsu,,1,2,1,,,36,2,7.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,17-18,Tottenham,Burnley,0 : 0,1 : 1,D,Hugo Lloris,,,,,,,47,,6.58,,2,Toby Alderweireld,,1,1,,,,88,6,6.79,,,Kieran Trippier,,1,1,,,,77,1,6.42,,,Ben Davies,,,3,,,,74,1,7.08,2,,Mousa Dembélé,,1,,,,,63,1,6.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Kane,,2,,,,,35,6,7.29,1,,Vincent Janssen,,,,,,,,,0,,,Dele Alli,,2,,1,,,56,1,7.69,3,,Son Heung-Min,,,,,,,45,,6.39,1,,Christian Eriksen,,,2,,,,73,,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,17-18,Tottenham,Swansea,0 : 0,0 : 0,D,Hugo Lloris,,,,,,,30,,6.7,,,Toby Alderweireld,,,3,,,1,102,3,6.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moussa Sissoko,,,,,,,52,,6.77,2,,Harry Kane,,,,,,,32,1,6.81,,,Harry Winks,,,,,,,,,0,,,Dele Alli,,1,,,,,73,1,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Kieran Trippier,,1,,,,,90,1,6.81,,,Son Heung-Min,,2,2,,,,62,,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,17-18,Watford,Brighton,0 : 0,0 : 0,D,Heurelho Gomes,,,,,,,33,,7.62,,2,Sebastian Prödl,,,,,,,43,1,7.36,2,,Kiko Femenía,,1,1,,,,77,2,7.11,1,,Miguel Britos,,,,,1,,21,,5.34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Cleverley,,,1,,,,44,1,6.47,,,Andre Gray,,,,,,,17,1,5.92,1,,Craig Cathcart,,,,,,,6,1,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordin Amrabat,,1,,,,,20,,6.11,,,Richarlison,,3,2,,,,54,5,7.3,,
1170,17-18,Watford,Manchester City,0 : 3,0 : 6,A,Heurelho Gomes,,,,,,,33,,5.65,,4,Christian Kabasele,,,,,,,40,1,5.13,1,,Daryl Janmaat,,,2,,,,41,3,6.13,,,José Holebas,,1,1,,,1,57,1,5.85,1,,Abdoulaye Doucouré,,1,1,,,1,50,,5.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andre Gray,,,,,,,17,1,5.7,,,Molla Wagué,,,,,,,,,0,,,Tom Cleverley,,,,,,,28,2,5.57,3,,André Carrillo,,4,,,,,54,,6.9,,,Richarlison,,3,1,,,,49,3,5.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,17-18,West Bromwich Albion,Stoke,0 : 0,1 : 1,D,Ben Foster,,,,,,,30,,6.53,,1,Craig Dawson,,1,,,,,39,6,6.38,1,,Allan Nyom,1,1,4,,,,55,1,7.66,1,,Chris Brunt,,,2,,,,74,1,6.91,,,Gareth Barry,,,4,,,,63,1,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salomón Rondón,,,,,,1,31,9,5.98,2,,Nacer Chadli,,,,,,,,,0,,,James Morrison,,1,1,,,,30,1,6.32,,,Matt Phillips,,1,3,,,,26,4,6.89,1,,Jay Rodriguez,,,2,1,,1,35,1,7.23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,17-18,Swansea,Manchester United,0 : 1,0 : 4,A,Lukasz Fabianski,,,,,,,34,,5.5,,4,Alfie Mawson,,,,,,,48,2,5.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,Roque Mesa,,,,,,,40,,5.78,2,,Martin Olsson,,,,,,,69,,6.14,1,,Kyle Naughton,,,3,,,,75,,6.39,,,Leroy Fer,,1,2,,,1,65,,6.04,2,,Tammy Abraham,,1,,,,,26,,5.62,,,Oliver McBurnie,,,,,,,6,1,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,17-18,West Bromwich Albion,West Ham,0 : 0,0 : 0,D,Ben Foster,,,,,,1,35,,6.49,1,1,Jonny Evans,,,,,,,45,4,6.74,3,,Craig Dawson,,,,,,,46,3,6.68,,,Kieran Gibbs,,2,1,,,,39,,6.92,3,,Grzegorz Krychowiak,,1,2,,,,44,,7.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay Rodriguez,,,,,,,24,2,6.13,1,,Salomón Rondón,,,,,,,,,0,,,James Morrison,,,1,,,,36,,6.25,,,Chris Brunt,,2,,,,,38,1,6.73,,,Matt Phillips,,1,1,,,,30,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,17-18,Arsenal,Bournemouth,2 : 0,3 : 0,H,Petr Cech,,1,,,,,38,,7.18,,2,Nacho Monreal,,,4,,,,90,2,7.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granit Xhaka,,2,2,,,,91,1,7.54,1,,Alexandre Lacazette,,1,1,1,,,28,3,8.17,,,Francis Coquelin,,,,,,,13,,6.16,,,Mesut Özil,,1,1,,,,67,,7.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Bellerín,,1,1,,,,67,2,7.16,,,Sead Kolasinac,1,,1,,,,84,2,7.93,1,,,,,,,,,,,,,,,,,,,,,,,,,
1175,17-18,Tottenham,Chelsea,0 : 1,1 : 2,A,Hugo Lloris,,,,,,,30,,4.73,,,Jan Vertonghen,,2,2,,,1,99,1,6.58,2,,Kieran Trippier,,1,,,,,80,1,6.23,,,Ben Davies,,,2,,,,75,,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mousa Dembélé,,5,3,,,,76,,7.54,3,,Harry Kane,,2,,,,1,45,1,7.08,2,,Harry Winks,,,,,,,,,0,,,Dele Alli,,2,,,,,65,2,6.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,17-18,Arsenal,West Bromwich Albion,1 : 0,2 : 0,H,Petr Cech,,,,,,,32,,7.56,,2,Shkodran Mustafi,,,,,,,78,6,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Elneny,,,,,,,85,1,6.56,,,Alexandre Lacazette,,5,,2,,,39,1,8.7,,,Jack Wilshere,,,,,,,,,0,,,Alexis Sanchez,,4,1,,,1,76,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Bellerín,,,2,,,,92,1,7.31,,,Sead Kolasinac,,1,4,,,,71,2,7.31,4,,,,,,,,,,,,,,,,,,,,,,,,,
1177,17-18,Brighton,West Bromwich Albion,1 : 0,3 : 1,H,Mat Ryan,,,,,,,43,,6.92,,2,Shane Duffy,,1,1,,,,67,3,8.15,,,Bruno,,,,,,,58,,6.69,1,,Markus Suttner,,,2,,,,46,4,6.48,,,,,,,,,,,,,,,Solly March,1,1,4,,,1,56,3,7.68,2,,Anthony Knockaert,,,2,,,,55,1,7.19,,,Davy Pröpper,,,3,,,,67,2,7.27,1,,Tomer Hemed,1,1,,1,,,26,5,8.1,,,Uwe Hünemeier,,,,,,,,,0,,,Pascal Groß,1,,,2,,,54,1,9.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,17-18,Brighton,Newcastle United,0 : 0,1 : 0,H,Mat Ryan,,,,,,,40,,7.62,,5,Shane Duffy,,,,,,1,69,4,7.52,3,,Bruno,,2,,,,,85,2,7.46,,,Markus Suttner,,,3,,,,67,,7.32,1,,,,,,,,,,,,,,Solly March,,1,3,,,,57,4,7.14,,,Anthony Knockaert,,1,2,,,1,44,,6.59,1,,Davy Pröpper,,,2,,,,48,,6.99,,,Tomer Hemed,,1,1,1,,,48,5,8.52,,,Liam Rosenior,,,,,,,,,0,,,Pascal Groß,,1,,,,,56,1,6.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,17-18,Burnley,Crystal Palace,1 : 0,1 : 0,H,Tom Heaton,,,,,,,13,,6.44,,,James Tarkowski,,,1,,,,39,2,8.09,1,,Matthew Lowton,,,2,,,,54,,7.81,1,,Stephen Ward,,1,3,,,,51,,7.42,1,,,,,,,,,,,,,,Robbie Brady,,,3,,,1,39,,6.44,1,,Johann Berg Gudmundsson,,4,4,,,,36,2,7.29,,,Jack Cork,,1,3,,,,50,2,7.35,1,,Chris Wood,,,1,1,,,41,3,7.06,1,,Ashley Barnes,,,,,,,10,1,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,17-18,Bournemouth,Manchester City,1 : 1,1 : 2,A,Asmir Begovic,,,,,,,50,,7.14,,6,Steve Cook,,,3,,,1,55,,6.56,2,,Adam Smith,,2,3,,,1,48,,6.93,2,,Charlie Daniels,,,1,1,,,50,,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Surman,,1,2,,,,39,2,6.49,,,Joshua King,,6,2,,,,43,8,7.86,1,,Benik Afobe,,1,,,,,2,5,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,17-18,Burnley,Huddersfield,0 : 0,0 : 0,D,Nick Pope,,,,,,,41,,7.15,,2,Ben Mee,,,1,,,,72,2,7.03,1,,Matthew Lowton,,,3,,,,64,,7.1,,,Stephen Ward,,,2,,,,76,2,7.47,,,,,,,,,,,,,,,Scott Arfield,,2,1,,,1,43,3,6.12,2,,Robbie Brady,,2,3,,,,64,,7.24,1,,Jack Cork,,1,3,,,1,74,2,6.96,1,,Chris Wood,,,,,,,39,4,6.56,1,,Ashley Barnes,,,,,,,6,4,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,17-18,Everton,Tottenham,0 : 2,0 : 3,A,Jordan Pickford,,,,,,,49,,6.19,,3,Michael Keane,,1,1,,,,60,1,6.26,,,Cuco Martina,,,2,,,,75,1,6.2,5,,Leighton Baines,,3,,,,,87,2,7.01,,,Idrissa Gueye,,,4,,,1,55,1,6.36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandro Ramírez,,1,,,,,25,3,5.94,,,Phil Jagielka,,,,,,,,,0,,,Wayne Rooney,,,1,,,1,54,1,5.97,2,,Davy Klaassen,,,,,,,19,1,5.8,1,,Gylfi Sigurdsson,,1,1,,,,53,2,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,17-18,Chelsea,Everton,2 : 0,2 : 0,H,Thibaut Courtois,,,,,,,47,,6.6,,,Antonio Rüdiger,,,,,,,90,2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGolo Kanté,,1,5,,,,75,,7.33,3,,alvaro Morata,1,,,1,,,33,1,7.77,,,Charly Musonda,,,,,,,,,0,,,Pedro,,2,,,,,48,1,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Moses,,2,,,,1,33,1,7.03,3,,Marcos Alonso,,1,6,,,,82,1,7.66,2,,,,,,,,,,,,,,,,,,,,,,,,,
1184,17-18,Everton,Bournemouth,0 : 0,2 : 1,H,Jordan Pickford,,,,,,,39,,6.86,,3,Ashley Williams,,1,2,,,,54,3,7.04,1,,Cuco Martina,,,3,,,,64,,6.49,,,Leighton Baines,,,2,,,,48,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morgan Schneiderlin,,1,4,,,1,83,,7.76,1,,Dominic Calvert-Lewin,,,,,,,40,6,6.49,3,,Jonjoe Kenny,,,1,,,,17,,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne Rooney,,,,,,,31,2,5.87,,,Gylfi Sigurdsson,,,,,,,38,,6.66,2,
