_key,season,home_team_name,away_team_name,half_time_score,full_time_score,full_time_result,home_GK_name,home_GK_assistence,home_GK_won_contest,home_GK_tackles,home_GK_goals,home_GK_red_card,home_GK_yellow_card,home_GK_touches,home_GK_lost,home_GK_rate,home_GK_fouls,home_GK_blocks,home_DC_name,home_DC_assistence,home_DC_won_contest,home_DC_tackles,home_DC_goals,home_DC_red_card,home_DC_yellow_card,home_DC_touches,home_DC_lost,home_DC_rate,home_DC_fouls,home_DC_blocks,home_DR_name,home_DR_assistence,home_DR_won_contest,home_DR_tackles,home_DR_goals,home_DR_red_card,home_DR_yellow_card,home_DR_touches,home_DR_lost,home_DR_rate,home_DR_fouls,home_DR_blocks,home_DL_name,home_DL_assistence,home_DL_won_contest,home_DL_tackles,home_DL_goals,home_DL_red_card,home_DL_yellow_card,home_DL_touches,home_DL_lost,home_DL_rate,home_DL_fouls,home_DL_blocks,home_DMC_name,home_DMC_assistence,home_DMC_won_contest,home_DMC_tackles,home_DMC_goals,home_DMC_red_card,home_DMC_yellow_card,home_DMC_touches,home_DMC_lost,home_DMC_rate,home_DMC_fouls,home_DMC_blocks,home_ML_name,home_ML_assistence,home_ML_won_contest,home_ML_tackles,home_ML_goals,home_ML_red_card,home_ML_yellow_card,home_ML_touches,home_ML_lost,home_ML_rate,home_ML_fouls,home_ML_blocks,home_MR_name,home_MR_assistence,home_MR_won_contest,home_MR_tackles,home_MR_goals,home_MR_red_card,home_MR_yellow_card,home_MR_touches,home_MR_lost,home_MR_rate,home_MR_fouls,home_MR_blocks,home_MC_name,home_MC_assistence,home_MC_won_contest,home_MC_tackles,home_MC_goals,home_MC_red_card,home_MC_yellow_card,home_MC_touches,home_MC_lost,home_MC_rate,home_MC_fouls,home_MC_blocks,home_FW_name,home_FW_assistence,home_FW_won_contest,home_FW_tackles,home_FW_goals,home_FW_red_card,home_FW_yellow_card,home_FW_touches,home_FW_lost,home_FW_rate,home_FW_fouls,home_FW_blocks,home_Sub_name,home_Sub_assistence,home_Sub_won_contest,home_Sub_tackles,home_Sub_goals,home_Sub_red_card,home_Sub_yellow_card,home_Sub_touches,home_Sub_lost,home_Sub_rate,home_Sub_fouls,home_Sub_blocks,home_AMC_name,home_AMC_assistence,home_AMC_won_contest,home_AMC_tackles,home_AMC_goals,home_AMC_red_card,home_AMC_yellow_card,home_AMC_touches,home_AMC_lost,home_AMC_rate,home_AMC_fouls,home_AMC_blocks,home_AMR_name,home_AMR_assistence,home_AMR_won_contest,home_AMR_tackles,home_AMR_goals,home_AMR_red_card,home_AMR_yellow_card,home_AMR_touches,home_AMR_lost,home_AMR_rate,home_AMR_fouls,home_AMR_blocks,home_AML_name,home_AML_assistence,home_AML_won_contest,home_AML_tackles,home_AML_goals,home_AML_red_card,home_AML_yellow_card,home_AML_touches,home_AML_lost,home_AML_rate,home_AML_fouls,home_AML_blocks,home_DMR_name,home_DMR_assistence,home_DMR_won_contest,home_DMR_tackles,home_DMR_goals,home_DMR_red_card,home_DMR_yellow_card,home_DMR_touches,home_DMR_lost,home_DMR_rate,home_DMR_fouls,home_DMR_blocks,home_DML_name,home_DML_assistence,home_DML_won_contest,home_DML_tackles,home_DML_goals,home_DML_red_card,home_DML_yellow_card,home_DML_touches,home_DML_lost,home_DML_rate,home_DML_fouls,home_DML_blocks,home_FWR_name,home_FWR_assistence,home_FWR_won_contest,home_FWR_tackles,home_FWR_goals,home_FWR_red_card,home_FWR_yellow_card,home_FWR_touches,home_FWR_lost,home_FWR_rate,home_FWR_fouls,home_FWR_blocks,home_FWL_name,home_FWL_assistence,home_FWL_won_contest,home_FWL_tackles,home_FWL_goals,home_FWL_red_card,home_FWL_yellow_card,home_FWL_touches,home_FWL_lost,home_FWL_rate,home_FWL_fouls,home_FWL_blocks
26,14-15,Queens Park Rangers,Sunderland,1 : 0,1 : 0,H,Robert Green,,,,,,,36,,7.93,,6,Rio Ferdinand,,,3,,,,37,3,7.62,,,Mauricio Isla,,1,3,,,,50,2,7.15,,,Clint Hill,,,,,,,35,,7.03,2,,,,,,,,,,,,,,David Junior Hoilett,,2,3,,,,44,,7.5,,,Matt Phillips,,4,2,,,,60,1,7.2,,,Jordon Mutch,,,4,,,1,58,,6.85,4,,Charlie Austin,,,1,1,,,25,4,7.27,,,Nedum Onuoha,,,,,,,,,0,,,Leroy Fer,1,2,2,,,,48,,8.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,14-15,Swansea,West Bromwich Albion,2 : 0,3 : 0,H,Lukasz Fabianski,,,,,,,39,,7.46,,2,Jordi Amat,,,3,,,,92,2,7.57,,,Angel Rangel,,1,3,,,,89,1,7.88,2,,Neil Taylor,,,1,,,,68,,6.97,1,,Jonjo Shelvey,,1,1,,,,80,,7.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilfried Bony,,,,,,,37,1,7.65,,,Jazz Richards,,,,,,,,,0,,,Gylfi Sigurdsson,2,,3,,,,76,1,8.71,1,,Nathan Dyer,,3,2,2,,,62,,8.76,1,,Wayne Routledge,,1,,1,,,25,,7.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,14-15,Tottenham,Liverpool,0 : 1,0 : 3,A,Hugo Lloris,,,,,,,39,,6.76,,5,Younes Kaboul,,,,,,,53,,5.67,,,Eric Dier,,3,3,,,,82,,6.55,2,,Danny Rose,,,1,,,,60,,5.61,3,,Etienne Capoue,,,2,,,,114,1,6.62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Adebayor,,3,1,,,,43,2,6.11,2,,Vlad Chiriches,,,,,,,,,0,,,Christian Eriksen,,,2,,,,59,,6.72,,,Erik Lamela,,1,,,,,84,,5.82,4,,Nacer Chadli,,,1,,,,48,,6.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,14-15,West Ham,Southampton,1 : 1,1 : 3,A,Adrian,,,,,,,37,,6.66,,4,James Tomkins,,,1,,,,53,2,6.45,,,Joey OBrien,,,4,,,1,49,1,6.41,2,,Aaron Cresswell,,,,,,1,66,1,6.68,1,,Mark Noble,,1,4,1,,,69,,7.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlton Cole,,,,,,,24,6,6.43,,,Diego Poyet,,,,,,,,,0,,,Mauro Zarate,1,1,2,,,,27,1,6.66,3,,Stewart Downing,,,2,,,,45,,6.27,,,Ricardo Vaz Tê,,,1,,,,21,1,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,14-15,Arsenal,Manchester City,0 : 1,2 : 2,D,Wojciech Szczesny,,,,,,,44,,6.92,,6,Per Mertesacker,,,,,,,42,,6.37,,,Mathieu Debuchy,,3,3,,,,66,,8.07,2,,Nacho Monreal,,,5,,,1,49,1,6.89,1,,Mathieu Flamini,,,3,,,1,59,1,7.06,1,,Mesut Özil,,4,1,,,,70,2,6.76,1,,Alexis Sanchez,,4,3,1,,1,82,2,7.86,1,,Jack Wilshere,1,10,2,1,,,95,,9.7,1,,Danny Welbeck,,,3,,,,43,6,7.3,,,Mikel Arteta,,,,,,,1,,5.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,14-15,Chelsea,Swansea,1 : 1,4 : 2,H,Thibaut Courtois,,,,,,,26,,5.93,,1,John Terry,,,3,,,,47,1,6.04,,,Branislav Ivanovic,,2,2,,,,70,,7.42,1,,César Azpilicueta,,,3,,,,62,1,7.16,1,,Nemanja Matic,,1,3,,,,78,,7.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Costa,,2,1,3,,,43,1,9.78,1,,Willian,,,,,,,,,0,,,Oscar,1,3,,,,,81,2,7.97,4,,André Schürrle,,,2,,,,30,,6.35,1,,Eden Hazard,,9,,,,,104,,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,14-15,Crystal Palace,Burnley,0 : 0,0 : 0,D,Julian Speroni,,,,,,,34,,8.27,,3,Damien Delaney,,,3,,,,48,,8.18,,,Adrian Mariappa,,1,1,,,,58,,7.11,,,Joel Ward,,,,,,,59,1,7,,,,,,,,,,,,,,,Wilfried Zaha,,2,,,,,28,2,6.92,,,Jason Puncheon,,3,3,,,1,74,1,7.54,1,,James McArthur,,1,4,,,,55,1,7.14,,,Dwight Gayle,,,,,,,25,5,6.61,3,,Ezekiel Fryers,,,,,,,,,0,,,Fraizer Campbell,,,1,,,,28,3,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,14-15,Hull,West Ham,1 : 0,2 : 2,D,Allan McGregor,,,,,,,32,,6.52,,3,Curtis Davies,,1,1,,,,47,,8.03,,,Ahmed El Mohamady,1,1,3,,,,57,1,7.54,,,Andrew Robertson,,1,7,,,1,75,,7.58,1,,,,,,,,,,,,,,Stephen Quinn,,,,,,,47,1,6.2,,,Jake Livermore,,1,7,,,1,49,,7.41,3,,Mohamed Diamé,,,7,1,,,43,,7.84,2,,Nikica Jelavic,,,,,,,38,8,6.51,1,,Liam Rosenior,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,14-15,Liverpool,Aston Villa,0 : 1,0 : 1,A,Simon Mignolet,,,,,,,28,,6.02,,,Mamadou Sakho,,,1,,,,113,2,7.23,,,Javier Manquillo,,,5,,,,104,,7.06,,,Alberto Moreno,,,,,,1,59,,6.39,2,,Steven Gerrard,,,,,,,107,1,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Balotelli,,,,,,,28,1,6.09,,,Raheem Sterling,,1,,,,,28,,6.26,,,Philippe Coutinho,,,1,,,,90,2,6.45,,,Lazar Markovic,,1,,,,,56,1,5.97,,,Adam Lallana,,,,,,1,29,1,6.02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,14-15,Manchester United,Queens Park Rangers,3 : 0,4 : 0,H,David de Gea,,,,,,,21,,6.23,,1,Jonny Evans,,,2,,,,122,1,8.37,1,,Rafael,,1,3,,,,75,1,7.51,1,,Marcos Rojo,,,2,,,,100,,7.73,2,,Daley Blind,,,2,,,,122,2,7.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,angel Di María,1,2,1,1,,,95,,8.87,,,Wayne Rooney,1,,,1,,,79,,8.43,3,,Adnan Januzaj,,,,,,,12,,6.14,,,Juan Mata,,1,,1,,,51,,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,14-15,Southampton,Newcastle United,2 : 0,4 : 0,H,Fraser Forster,,,,,,,45,,7.91,,4,Toby Alderweireld,,,4,,,,72,1,7.84,,,Nathaniel Clyne,,,5,,,,79,1,7.56,,,Ryan Bertrand,1,,,,,,63,1,7.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Davis,,,5,,,,71,,7.35,1,,Graziano Pellè,,,1,2,,,43,1,8.9,2,,Maya Yoshida,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shane Long,,,,,,,17,2,6.67,1,,Dusan Tadic,1,,1,,,,42,,7.43,2,
37,14-15,Stoke,Leicester,0 : 0,0 : 1,A,Asmir Begovic,,,,,,,33,,6.01,,,Marc Wilson,,,4,,,,73,2,7.78,1,,Phil Bardsley,,,,,,,63,1,6.74,,,Erik Pieters,,1,1,,,1,61,4,6.75,3,,Steven NZonzi,,2,1,,,,69,4,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Crouch,,,,,,1,51,8,7.13,3,,Oussama Assaidi,,,,,,,8,,6.17,,,Bojan,,1,,,,,50,1,6.42,,,Jonathan Walters,,2,,,,,34,6,6.6,,,Victor Moses,,4,4,,,,80,3,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,14-15,Sunderland,Tottenham,1 : 1,2 : 2,D,Vito Mannone,,,,,,,35,,7.12,,4,John OShea,,,1,,,,34,,6.2,,,Santiago Vergini,,1,1,,,1,56,,6.39,2,,Patrick van Aanholt,,,2,,,1,68,,5.56,1,,Lee Cattermole,,,5,,,,56,,6.99,2,,Adam Johnson,,4,,1,,,53,,8.1,,,Ricardo alvarez,,2,1,,,,32,,6.53,,,Sebastian Larsson,1,1,4,,,,42,,6.78,3,,Connor Wickham,,2,2,,,1,45,3,6.75,2,,Billy Jones,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,14-15,West Bromwich Albion,Everton,0 : 1,0 : 2,A,Ben Foster,,,,,,,34,,5.38,,3,Jonas Olsson,,1,1,,,,68,3,6.35,2,,Andre Wisdom,,1,1,,,1,77,,6.41,1,,Sébastien Pocognoli,,,2,,,,48,2,6.47,1,,,,,,,,,,,,,,Chris Brunt,,,3,,,,42,1,6.19,,,Graham Dorrans,,,2,,,,60,2,6.13,2,,Craig Gardner,,,4,,,1,52,1,7.01,1,,Saido Berahino,,1,3,,,,42,1,6.65,2,,Gareth McAuley,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,14-15,Aston Villa,Arsenal,0 : 3,0 : 3,A,Brad Guzan,,,,,,,26,,5.38,,1,Philippe Senderos,,,2,,,,56,1,6.52,2,,Alan Hutton,,2,,,,,51,1,6.03,,,Aly Cissokho,,,,,,,69,,4.99,,,,,,,,,,,,,,,Kieran Richardson,,,1,,,,22,3,5.62,2,,Andreas Weimann,,,,,,,11,1,5.81,,,Tom Cleverley,,,3,,,,53,,6.64,1,,Gabriel Agbonlahor,,2,,,,,18,4,6.4,1,,Leandro Bacuna,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,14-15,Burnley,Sunderland,0 : 0,0 : 0,D,Tom Heaton,,,,,,,46,,7.63,,6,Michael Duff,,,1,,,,40,1,7.04,1,,Kieran Trippier,,2,2,,,,76,2,7.5,,,Ben Mee,,,1,,,,56,3,6.81,2,,,,,,,,,,,,,,George Boyd,,1,8,,,,45,1,7.42,2,,Scott Arfield,,1,2,,,,49,3,6.67,2,,David Jones,,,,,,,58,1,7.29,,,Lukas Jutkiewicz,,,1,,,,45,4,7.52,5,,Ashley Barnes,,,1,,,,14,2,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,14-15,Everton,Crystal Palace,1 : 1,2 : 3,A,Tim Howard,,,,,,,22,1,4.14,1,,Sylvain Distin,,,1,,,,98,1,6.68,,,John Stones,,1,4,,,,63,,7.06,1,,Leighton Baines,,3,3,1,,,110,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Barry,,1,3,,,,131,,6.83,,,Romelu Lukaku,,1,,1,,,64,1,7.51,,,Kevin Mirallas,,,1,,,,23,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Atsu,,2,1,,,,46,1,6.37,,,Samuel Etoo,,,,,,1,61,,6.41,1,
43,14-15,Leicester,Manchester United,1 : 2,5 : 3,H,Kasper Schmeichel,,,,,,,43,,6.3,,2,Wes Morgan,,,,,,,26,,6.73,,,Ritchie de Laet,1,2,7,,,1,75,1,8.65,3,,Paul Konchesky,,1,2,,,,62,,6.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Drinkwater,,,2,,,,75,1,6.83,,,David Nugent,,,1,1,,,42,2,7.76,1,,Marcin Wasilewski,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonardo Ulloa,,,,2,,,56,5,8.32,1,,Jamie Vardy,2,1,,1,,,36,2,9.39,3,
44,14-15,Manchester City,Chelsea,0 : 0,1 : 1,D,Joe Hart,,,,,,,15,,5.99,,1,Vincent Kompany,,,5,,,,62,,7.33,2,,Pablo Zabaleta,,,5,,1,,52,1,6.71,2,,Aleksandar Kolarov,,,1,,,,62,1,6.48,2,,,,,,,,,,,,,,David Silva,,2,2,,,1,95,1,6.7,3,,James Milner,1,3,8,,,,104,1,8.79,,,Yaya Touré,,2,1,,,1,105,,7.18,3,,Edin Dzeko,,,,,,,47,1,6.04,1,,Bacary Sagna,,,,,,,17,1,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,14-15,Newcastle United,Hull,0 : 0,2 : 2,D,Tim Krul,,,,,,,32,,5.9,,1,Mike Williamson,,1,,,,,71,3,6.79,,,Daryl Janmaat,,1,2,,,,91,1,6.92,1,,Paul Dummett,,,1,,,,85,4,7.64,1,,Jack Colback,,,3,,,,64,1,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Rivière,,,,,,,34,5,6.15,,,Vurnon Anita,,,,,,,,,0,,,Rémy Cabella,,3,1,,,1,86,1,7.49,,,Moussa Sissoko,,3,,,,1,76,3,7.09,3,,Yoan Gouffran,1,,2,,,,56,2,7.19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,14-15,Queens Park Rangers,Stoke,1 : 1,2 : 2,D,Robert Green,,,,,,,41,,6.35,,2,Rio Ferdinand,,,,,,,56,5,6.77,,,Mauricio Isla,,,2,,,,58,2,5.29,,,Armand Traore,,,2,,,1,61,3,7.6,1,,Joey Barton,,,3,,,,35,,6.54,1,,,,,,,,,,,,,,,,,,,,,,,,,,Jordon Mutch,1,4,1,,,,42,,7.47,,,Charlie Austin,,,,,,,37,5,6.45,,,Bobby Zamora,,,1,,,,6,1,6.29,,,Niko Kranjcar,,5,2,1,,,80,1,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14-15,Swansea,Southampton,0 : 0,0 : 1,A,Lukasz Fabianski,,,,,,,55,,7.41,,3,Federico Fernandez,,,1,,,,59,1,7.1,,,Angel Rangel,,,,,,,76,1,6.67,,,Neil Taylor,,,4,,,,67,,6.96,,,Jonjo Shelvey,,,,,,,55,,5.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilfried Bony,,,,,1,,19,1,5.9,2,,Kyle Bartley,,,,,,,,,0,,,Gylfi Sigurdsson,,1,,,,,46,3,6.74,,,Nathan Dyer,,1,,,,,30,,6.28,3,,Wayne Routledge,,,,,,,44,1,6.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14-15,Tottenham,West Bromwich Albion,0 : 0,0 : 1,A,Hugo Lloris,,,,,,,40,,6.65,,3,Vlad Chiriches,,,1,,,,73,,6.88,2,,Eric Dier,,1,1,,,,97,1,6.91,,,Danny Rose,,1,3,,,1,74,,7.11,1,,Mousa Dembélé,,3,1,,,,56,2,6.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Adebayor,,1,,,,,25,3,6.14,1,,Nabil Bentaleb,,,,,,,,,0,,,Christian Eriksen,,2,,,,,73,1,6.54,,,Erik Lamela,,4,2,,,,71,1,7.12,,,Nacer Chadli,,,,,,,29,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,14-15,West Ham,Liverpool,2 : 1,3 : 1,H,Adrian,,,,,,1,31,,6.73,,5,James Tomkins,1,,2,,,,44,1,7.74,2,,Guy Demel,,,2,,,,40,,6.19,1,,Aaron Cresswell,,,1,,,,63,1,7.06,2,,Mark Noble,1,1,1,,,,56,,7.32,1,,,,,,,,,,,,,,,,,,,,,,,,,,Cheikhou Kouyaté,,,1,,,1,37,1,6.14,3,,Diafra Sakho,,,,1,,,32,6,7.42,2,,James Collins,,,,,,,5,1,6.2,,,Stewart Downing,1,2,,,,,43,,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,14-15,Arsenal,Tottenham,0 : 0,1 : 1,D,Wojciech Szczesny,,,,,,,29,,6.9,,4,Laurent Koscielny,,,1,,,,68,2,6.75,,,Calum Chambers,,1,4,,,1,102,,7.03,1,,Kieran Gibbs,,,1,,,,85,1,6.85,1,,Mikel Arteta,,,1,,,,27,,6.47,,,Mesut Özil,,4,1,,,,101,,7.72,,,Alex Oxlade Chamberlain,,4,1,1,,1,81,2,8.34,2,,Jack Wilshere,,2,,,,1,53,,6.59,1,,Danny Welbeck,,2,,,,,35,1,7.05,1,,Santi Cazorla,,1,1,,,,67,,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,14-15,Chelsea,Aston Villa,1 : 0,3 : 0,H,Thibaut Courtois,,,,,,,20,,7.09,,1,John Terry,,,,,,,53,1,6.98,,,Branislav Ivanovic,,,1,,,,68,1,7.54,,,César Azpilicueta,1,,1,,,,92,1,8.42,1,,Cesc Fàbregas,,,,,,1,162,,7.27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Costa,,1,,1,,,44,,8.31,,,Loïc Remy,,,,,,,3,,6.01,,,Oscar,,3,1,1,,,62,,8.2,2,,Willian,1,,,1,,,75,2,8.42,,,Eden Hazard,,,,,,,57,2,6.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,14-15,Crystal Palace,Leicester,0 : 0,2 : 0,H,Julian Speroni,,,,,,,32,,7.48,,1,Scott Dann,1,,,,,,35,1,7.06,1,,Martin Kelly,,,4,,,,41,1,7.6,,,Joel Ward,,,2,,,,48,1,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mile Jedinak,,,2,1,,,63,1,8.81,3,,Fraizer Campbell,,1,,1,,,20,7,7.36,2,,Adrian Mariappa,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Puncheon,1,1,,,,,53,,7.72,2,,Yannick Bolasie,,3,3,,,,57,5,7.76,3,
53,14-15,Hull,Manchester City,2 : 2,2 : 4,A,Allan McGregor,,,,,,,25,,5.42,,2,Michael Dawson,,,1,,,,42,3,6.26,1,,Liam Rosenior,,3,,,,,70,1,6.53,,,Andrew Robertson,,1,3,,,,59,,6.83,,,,,,,,,,,,,,,Jake Livermore,,,3,,,,47,2,6.7,2,,Ahmed El Mohamady,,1,,,,,52,2,6.42,1,,Tom Huddlestone,,1,5,,,,86,,7.14,4,,Nikica Jelavic,,2,,,,,38,,6.8,,,Alex Bruce,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14-15,Liverpool,Everton,0 : 0,1 : 1,D,Simon Mignolet,,,,,,,30,,6.45,,4,Dejan Lovren,,,2,,,,64,,6.75,1,,Javier Manquillo,,,2,,,,43,1,6.65,,,Alberto Moreno,,,4,,,1,59,,6.74,2,,Jordan Henderson,,,6,,,,83,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Balotelli,,1,3,,,,45,2,7.08,1,,Kolo Touré,,,,,,,,,0,,,Adam Lallana,,2,5,,,,61,2,7.21,,,Lazar Markovic,,1,1,,,,30,1,6.24,,,Raheem Sterling,,5,1,,,,67,1,8.29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,14-15,Manchester United,West Ham,2 : 1,2 : 1,H,David de Gea,,,,,,,40,,6.69,,3,Paddy McNair,,,,,,,68,1,6.65,,,Rafael,1,5,3,,,,92,,8.95,,,Luke Shaw,,1,3,,,,65,2,7.11,,,Daley Blind,,,4,,,,73,3,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Ander Herrera,,1,3,,,1,72,1,7.21,1,,Robin van Persie,,,1,1,,,26,5,7.3,3,,Adnan Januzaj,,,,,,,,,0,,,Wayne Rooney,,,,1,1,,52,1,6.12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,14-15,Southampton,Queens Park Rangers,0 : 0,2 : 1,H,Fraser Forster,,,,,,,30,,6.05,,1,José Fonte,,,1,,,,65,1,6.98,,,Nathaniel Clyne,,2,3,,,1,65,,6.73,1,,Ryan Bertrand,,,2,1,,,53,1,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Davis,,,2,,,,66,,7.55,,,Graziano Pellè,,,,1,,,55,5,7.67,3,,Jason McCarthy,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusan Tadic,1,3,4,,,,72,1,8.5,1,,Sadio Mané,1,3,1,,,1,47,4,7.97,1,
57,14-15,Stoke,Newcastle United,1 : 0,1 : 0,H,Asmir Begovic,,,,,,,42,,7.17,,1,Ryan Shawcross,,,1,,,,38,,7.56,,,Phil Bardsley,,1,4,,,,58,1,7.77,2,,Marc Muniesa,,,2,,,,62,2,7.6,1,,Steven NZonzi,,,,,,,51,1,6.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Crouch,,,1,1,,,47,5,7.38,1,,Marko Arnautovic,,2,5,,,,54,,7.23,6,,Charlie Adam,,,1,,,,40,2,6.85,1,,Mame Biram Diouf,,,,,,,6,,6.09,,,Victor Moses,1,2,3,,,,50,1,7.92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
